text_hash,occurrences,locations
69cb250411e1ba0a0ea0c19245a0be5c197c4fe3,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
ee2238cc9ce50acc894ad4440a67e092e4fb6a78,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
feec0888e83d719f5dc9a59515e183b751338420,6,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}]"
b81f6dec60615edc140f7ec14b24205345ce92b2,6,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}]"
8438a6cc560da8afdc0a86a61fcfe5aa8399b814,6,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}]"
f8b6c7391caa06905d62ee16b3fe08fcbca8cd19,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
8aff3071850e387eec62954de893ef6c4fa5d134,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
54094de1055875e401bf3feb775ede9e08d2a14c,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
816bf33994bd14926300dbd7736a5050fadc069d,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
afca2553100326fcdebeadc87269240e57c11039,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
502547b0db8aa52e45b4da4a528083c586f0c01f,6,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}]"
93e02b9f0a191692f23d2b9680e45e70f7baa249,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
e4aa35135ac7f394837865f30172c6e4fdaf02c8,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
5b5d696776b376fffc61a1a82d1548a2fc506a38,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
c5cc3dc161979c0c406e543b5f40a2f2bd7a9838,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
c26a6d3e267cf36d4e83e7d43f190095f4ff63e7,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
df2cc469b7c570692395abf90cd07afde629bca5,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
276f65e4c6de7f8d4915c4ad6a6294f344719c0c,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
7fa228b41968331213d1a03708bcdd6feb006877,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
8f9fd30efa6ceeb5b790c8df5ef64021d5c15712,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
a993679ea3e0d61fe098c893ab27c172013bfbb3,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
0117a64d83f3349c0462529a13ac4b7cc36bfea7,5,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}]"
73a5d7271367d7b19201cc820079c965aaef673b,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
acabe7e395178e3f90d070609a6d83dcf439eba8,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
2cc3525f2e2cf5de26b4fba92b250d922c7e1f8b,5,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}]"
11527f2415f25859fb1f5386a20990a61a7f86ec,5,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}]"
d879af1656e1caf9a9fba4a13f5c1c001c63c277,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
534ce54754ea3e391b582e007227f225ca225bdd,6,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}]"
dac68482cb9f341d464d3cd73ef795c53b9b597f,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
86c93d9b78ab2dfe76d400087c0ab4888c9225a0,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
d61ef526eab45f364ebe6ea1ea799a0225d2970c,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
07a10109852d4f1fc60f4828edddbd93f8de8684,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
5cdb03dcc0ba38a15fb0192ce3ca1e19545c2838,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
de108acce421e8dc9da5eacb57691aaefafac300,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
5191a84f6738d636fa7dc3b201ab0ca323912ef0,8,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""train"", ""source_file"": ""deontology\\deontology_train.csv"", ""text_field"": ""scenario""}]"
6848eb9942daca9b3c95373c4d2d3c8dc58bf984,4,"[{""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}, {""category"": ""deontology"", ""task"": ""deontology"", ""split"": ""test_hard"", ""source_file"": ""deontology\\deontology_test_hard.csv"", ""text_field"": ""scenario""}]"
